date,keywords,emails
01011545,5,2237
01011545,0,217
01011545,10,1797
01011545,3,307
01011547,14,321
01011549,9,1009
01011550,1,319
01011550,2,223
01011550,4,338
01011550,2,495
01011550,5,223
01011550,5,448
01011550,52,370
01011550,8,328
01011552,12,347
01011553,6,588
01011555,0,325
01011555,1,325
01011555,11,189
01011555,19,1670
01011555,27,314
01011555,3,328
01011555,4,328
01011556,0,407
01011556,3,271
01011559,13,446
01011600,3,239
01011600,5,248
01011600,5,318
01011600,8,289
01011600,1,251
01011600,1,580
01011600,12,1618
01011600,12,283
01011600,17,324
01011600,19,236
01011600,23,872
01011600,25,507
01011600,3,371
01011600,5,303
01011600,6,256
01011602,17,256
01011604,15,251
01011604,35,337
01011605,10,564
01011605,10,833
01011605,12,663
01011605,15,765
01011605,2,833
01011605,3,229
01011605,15,229
01011607,20,321
01011608,0,239
01011610,1,361
01011610,5,341
01011610,6,397
01011610,8,1363
01011610,8,989
01011610,17,471
01011610,3,197
01011610,5,236
01011610,6,237
01011611,7,304
01011612,0,178
01011613,19,520
01011614,14,276
01011615,5,148
01011615,5,239
01011615,5,480
01011615,8,303
01011615,10,258
01011615,15,162
01011615,21,616
01011615,24,590
01011615,3,569
01011615,35,318
01011615,52,1912
01011616,5,319
01011616,10,570
01011616,9,1999
01011617,63,251
01011618,12,358
01011618,31,303
01011618,8,197
01011619,12,288
01011620,10,1987
01011620,5,281
01011620,7,1624
01011620,0,1072
01011620,10,630
01011620,13,287
01011620,14,443
01011620,5,296
01011620,51,239
01011620,6,611
01011620,7,345
01011621,11,935
01011624,12,446
01011624,7,588
01011625,15,907
01011625,2,258
01011625,7,803
01011625,0,248
01011625,2,187
01011625,25,370
01011625,5,351
01011625,5,487
01011625,6,451
01011625,63,453
01011626,3,687
01011626,16,237
01011626,20,328
01011626,5,389
01011627,36,224
01011628,31,236
01011628,49,237
01011630,10,256
01011630,3,239
01011630,3,337
01011630,3,358
01011630,9,718
01011630,0,239
01011630,20,1797
01011630,43,447
01011630,5,550
01011630,7,386
01011631,14,487
01011631,9,296
01011632,27,337
01011634,3,361
01011634,49,507
01011635,1,580
01011635,12,2277
01011635,14,670
01011635,6,296
01011635,7,714
01011635,8,570
01011637,46,451
01011638,0,423
01011638,13,189
01011640,9,1235
01011640,17,972
01011640,2,440
01011640,30,479
01011640,4,255
01011641,7,180
01011642,5,718
01011642,14,1448
01011642,7,437
01011643,4,287
01011644,24,1210
01011645,2,293
01011645,5,256
01011645,0,487
01011645,1,1552
01011645,10,344
01011645,12,756
01011645,15,437
01011645,18,371
01011645,5,925
01011648,15,765
01011650,3,342
01011650,0,405
01011650,10,223
01011652,21,838
01011653,14,325
01011654,1,687
01011654,37,308
01011655,11,324
01011655,20,296
01011655,29,188
01011655,3,446
01011655,45,447
01011659,17,368
01011659,7,1020
01011700,1,220
01011700,1,447
01011700,2,239
01011700,2,333
01011700,2,562
01011700,15,1020
01011700,15,337
01011700,5,197
01011702,46,304
01011702,57,308
01011704,62,337
01011705,7,162
01011705,8,377
01011705,0,108
01011705,0,192
01011705,0,217
01011705,0,397
01011705,14,1093
01011705,14,377
01011705,17,448
01011705,6,358
01011705,8,423
01011708,0,192
01011708,10,197
01011710,1,248
01011710,18,365
01011710,20,1772
01011710,27,370
01011710,3,1044
01011710,5,295
01011710,6,636
01011712,8,251
01011714,0,543
01011714,12,395
01011714,20,251
01011715,10,671
01011715,0,319
01011715,10,1156
01011715,14,495
01011715,18,543
01011715,2,328
01011715,5,325
01011715,5,718
01011716,7,651
01011717,15,359
01011717,20,689
01011719,8,520
01011720,17,737
01011720,5,718
01011720,0,328
01011720,12,405
01011720,12,762
01011720,16,528
01011720,22,236
01011720,25,443
01011720,5,935
01011721,3,284
01011722,5,934
01011722,20,308
01011722,5,239
01011723,1,239
01011723,18,437
01011724,10,511
01011724,13,313
01011724,17,337
01011724,18,237
01011725,12,255
01011725,14,1497
01011725,2,256
01011725,0,345
01011725,0,361
01011725,14,359
01011725,19,480
01011725,22,307
01011725,27,390
01011726,0,256
01011726,22,325
01011726,6,373
01011728,35,258
01011728,5,570
01011728,7,283
01011730,19,842
01011730,5,697
01011730,6,220
01011730,18,457
01011730,2,239
01011730,22,248
01011730,48,647
01011731,2,283
01011731,29,236
01011733,20,189
01011734,12,550
01011735,1,295
01011735,2,759
01011735,3,271
01011735,3,904
01011735,10,588
01011735,12,291
01011735,18,842
01011735,3,319
01011735,32,279
01011737,13,880
01011737,8,178
01011738,2,515
01011738,30,440
01011738,47,441
01011738,7,342
01011738,9,303
01011739,41,484
01011740,1,1521
01011740,2,682
01011740,4,487
01011740,8,197
01011740,0,367
01011740,12,446
01011740,5,407
01011740,7,296
01011740,7,318
01011740,8,842
01011741,13,2106
01011742,23,307
01011743,2,248
01011744,10,370
01011745,11,587
01011745,16,410
01011745,2,192
01011745,2,281
01011745,27,1848
01011745,5,180
01011745,13,491
01011745,16,670
01011745,37,370
01011745,4,389
01011745,5,197
01011746,20,457
01011747,47,239
01011748,5,671
01011749,10,1099
01011749,10,647
01011750,1,1034
01011750,12,673
01011750,3,223
01011750,8,397
01011750,0,276
01011750,0,328
01011750,0,328
01011750,12,787
01011750,20,934
01011750,31,224
01011750,4,251
01011751,13,296
01011751,48,677
01011752,18,229
01011753,5,928
01011755,12,444
01011755,13,1588
01011755,6,588
01011755,9,588
01011756,13,1162
01011757,11,328
01011757,14,296
01011759,19,361
01011759,40,368
01011800,12,1076
01011800,14,178
01011800,2,646
01011800,5,367
01011800,8,1599
01011800,0,337
01011800,0,562
01011800,2,479
01011800,21,288
01011800,3,223
01011800,32,189
01011800,4,237
01011801,9,223
01011803,5,347
01011805,1,601
01011805,7,321
01011805,7,443
01011805,0,162
01011805,5,256
01011805,59,223
01011805,9,417
01011805,9,440
01011809,29,308
01011810,20,777
01011810,23,1073
01011810,0,108
01011810,2,148
01011810,2,967
01011810,22,304
01011810,22,714
01011810,35,325
01011810,4,293
01011811,11,239
01011812,12,304
01011813,13,303
01011813,4,407
01011814,11,405
01011815,1,251
01011815,7,1506
01011815,0,229
01011815,29,872
01011815,39,258
01011815,5,446
01011815,6,651
01011817,0,371
01011817,29,1136
01011818,24,308
01011818,31,236
01011818,6,192
01011820,1,289
01011820,3,1037
01011820,10,688
01011820,19,321
01011820,25,358
01011820,3,192
01011820,30,507
01011820,7,612
01011821,8,446
01011824,20,239
01011824,40,229
01011824,56,337
01011825,18,997
01011825,4,460
01011825,5,925
01011825,0,371
01011825,8,181
01011826,14,314
01011828,13,333
01011829,20,1448
01011829,6,369
01011830,20,972
01011830,23,254
01011830,0,239
01011830,13,256
01011830,2,337
01011833,7,447
01011835,10,759
01011835,4,569
01011835,7,889
01011835,0,197
01011835,0,670
01011835,10,1363
01011836,10,1442
01011838,14,189
01011838,21,324
01011838,4,237
01011840,15,651
01011840,8,1751
01011840,10,1235
01011840,22,217
01011840,33,325
01011841,28,370
01011841,5,395
01011843,7,220
01011844,0,258
01011845,3,256
01011845,5,304
01011845,7,377
01011845,8,237
01011845,26,605
01011845,27,1959
01011845,29,233
01011845,32,417
01011845,40,447
01011848,23,325
01011849,7,480
01011850,5,872
01011850,7,335
01011850,9,907
01011850,10,405
01011850,17,328
01011850,3,328
01011850,7,1140
01011850,8,616
01011851,1,842
01011852,13,611
01011852,54,337
01011853,16,407
01011853,49,370
01011854,20,335
01011855,23,1999
01011855,3,251
01011855,3,255
01011855,5,889
01011855,0,304
01011855,12,345
01011855,15,451
01011855,3,328
01011855,43,484
01011856,13,1140
01011856,8,358
01011857,24,1591
01011858,19,543
01011859,28,550
01011900,1,239
01011900,17,1072
01011900,2,192
01011900,2,321
01011900,5,441
01011900,0,1156
01011900,10,1073
01011900,25,689
01011900,27,370
01011900,45,197
01011900,9,328
01011901,35,236
01011902,37,279
01011902,9,687
01011903,30,1069
01011905,13,1501
01011905,2,251
01011905,6,345
01011905,0,233
